Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
ON554027,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME021-51/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30684,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME021-51/2016, complete genome"
ON554028,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME022-58/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30767,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME022-58/2016, complete genome"
ON554029,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME023-59/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30702,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME023-59/2016, complete genome"
ON554030,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME041-68/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30739,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME041-68/2016, complete genome"
ON554031,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME050-53/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30692,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME050-53/2016, complete genome"
ON554032,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME060-48/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30658,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME060-48/2016, complete genome"
ON554033,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME061-49/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30683,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME061-49/2016, complete genome"
ON554034,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME062-50/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30674,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME062-50/2016, complete genome"
ON554035,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME066-61/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30687,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME066-61/2016, complete genome"
ON554036,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME068-46/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30726,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME068-46/2016, complete genome"
ON554037,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME070-65/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30695,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME070-65/2016, complete genome"
ON554038,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME073-64/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30729,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME073-64/2016, complete genome"
ON554039,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME076-67/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30678,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME076-67/2016, complete genome"
ON554040,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME097-47/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30698,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME097-47/2016, complete genome"
ON554041,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME100-55/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30697,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME100-55/2016, complete genome"
ON554042,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME101-54/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30666,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME101-54/2016, complete genome"
ON554043,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME102-72/2016,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30697,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus OC43 isolate HCoV-OC43/BIME102-72/2016, complete genome"
ON554044,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME125-16/2017,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30650,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus OC43 isolate HCoV-OC43/BIME125-16/2017, complete genome"
ON554045,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME129-36/2017,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30700,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus OC43 isolate HCoV-OC43/BIME129-36/2017, complete genome"
ON554046,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME139-41/2017,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30734,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus OC43 isolate HCoV-OC43/BIME139-41/2017, complete genome"
ON554047,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME161-43/2017,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30671,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus OC43 isolate HCoV-OC43/BIME161-43/2017, complete genome"
ON554048,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME167-35/2017,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30699,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus OC43 isolate HCoV-OC43/BIME167-35/2017, complete genome"
ON554049,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME168-38/2017,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30684,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus OC43 isolate HCoV-OC43/BIME168-38/2017, complete genome"
ON554050,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME170-32/2017,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30693,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus OC43 isolate HCoV-OC43/BIME170-32/2017, complete genome"
ON554051,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME185-39/2017,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30669,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus OC43 isolate HCoV-OC43/BIME185-39/2017, complete genome"
ON554052,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME189-33/2017,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30699,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus OC43 isolate HCoV-OC43/BIME189-33/2017, complete genome"
ON554053,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME197-85/2018,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30690,GenBank,complete,,,,China,China,,Homo sapiens,,2018,,"Human coronavirus OC43 isolate HCoV-OC43/BIME197-85/2018, complete genome"
ON554054,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME208-88/2018,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30706,GenBank,complete,,,,China,China,,Homo sapiens,,2018,,"Human coronavirus OC43 isolate HCoV-OC43/BIME208-88/2018, complete genome"
ON554055,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME241-11/2018,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30679,GenBank,complete,,,,China,China,,Homo sapiens,,2018,,"Human coronavirus OC43 isolate HCoV-OC43/BIME241-11/2018, complete genome"
ON554056,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME245-14/2018,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30655,GenBank,complete,,,,China,China,,Homo sapiens,,2018,,"Human coronavirus OC43 isolate HCoV-OC43/BIME245-14/2018, complete genome"
ON554057,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME250-87/2018,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30708,GenBank,complete,,,,China,China,,Homo sapiens,,2018,,"Human coronavirus OC43 isolate HCoV-OC43/BIME250-87/2018, complete genome"
ON554058,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME252-22/2018,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30678,GenBank,complete,,,,China,China,,Homo sapiens,,2018,,"Human coronavirus OC43 isolate HCoV-OC43/BIME252-22/2018, complete genome"
ON554059,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME271-24/2018,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30680,GenBank,complete,,,,China,China,,Homo sapiens,,2018,,"Human coronavirus OC43 isolate HCoV-OC43/BIME271-24/2018, complete genome"
ON554060,Human coronavirus OC43,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-OC43/BIME272-25/2018,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30677,GenBank,complete,,,,China,China,,Homo sapiens,,2018,,"Human coronavirus OC43 isolate HCoV-OC43/BIME272-25/2018, complete genome"
